diameter,height,shucked_weight,shell_weight,rings,sex_F,sex_M
0.52,0.145,0.557,0.385,11,0,1
0.52,0.185,0.615,0.406,11,1,0
0.56,0.195,0.58,0.545,11,1,0
0.51,0.165,0.686,0.4055,10,0,1
0.535,0.2,0.667,0.471,11,1,0
0.555,0.22,0.647,0.455,11,1,0
0.56,0.175,0.566,0.4625,13,0,1
0.55,0.205,0.5415,0.5965,14,1,0
0.575,0.2,1.0135,0.48,11,1,0
0.17,0.05,0.019,0.017,4,0,0
0.17,0.05,0.026,0.016,5,0,0
0.185,0.06,0.039,0.025,6,0,0
0.27,0.075,0.3045,0.0595,7,0,0
0.31,0.095,0.139,0.093,7,0,0
0.32,0.085,0.1235,0.0725,8,0,0
0.35,0.11,0.2,0.1305,8,0,1
0.355,0.14,0.207,0.174,10,0,1
0.38,0.12,0.197,0.1545,10,0,1
0.395,0.125,0.244,0.188,11,0,1
0.43,0.15,0.302,0.235,11,1,0
0.4,0.13,0.2655,0.184,9,0,1
0.415,0.12,0.3355,0.1345,9,0,1
0.395,0.115,0.249,0.161,9,1,0
0.435,0.145,0.3685,0.345,11,0,1
0.43,0.15,0.2635,0.221,8,1,0
0.48,0.15,0.4355,0.2505,9,0,1
0.43,0.125,0.446,0.121,10,0,1
0.455,0.145,0.43,0.277,11,0,1
0.465,0.18,0.5145,0.3055,8,0,1
0.5,0.18,0.5985,0.439,11,0,1
0.525,0.2,0.6065,0.421,10,0,1
0.215,0.06,0.053,0.032,5,0,0
0.22,0.065,0.059,0.0315,5,0,0
0.275,0.1,0.1505,0.068,5,0,0
0.285,0.08,0.0975,0.0725,7,0,0
0.29,0.085,0.088,0.075,7,0,0
0.3,0.12,0.1265,0.0895,8,0,0
0.325,0.105,0.1605,0.103,8,0,0
0.32,0.115,0.1215,0.094,7,0,0
0.325,0.105,0.1815,0.1175,7,0,0
0.34,0.1,0.1725,0.101,7,0,0
0.34,0.12,0.2965,0.1185,6,0,0
0.405,0.135,0.436,0.1455,10,0,1
0.36,0.1,0.1635,0.1385,8,1,0
0.415,0.145,0.3295,0.203,8,0,1
0.4,0.135,0.318,0.208,10,1,0
0.4,0.13,0.3115,0.223,9,1,0
0.425,0.14,0.4895,0.2185,7,1,0
0.42,0.15,0.44,0.2315,8,0,1
0.45,0.135,0.354,0.2365,9,0,1
0.45,0.135,0.362,0.236,10,1,0
0.46,0.15,0.581,0.323,10,0,1
0.495,0.155,0.435,0.3245,11,0,1
0.485,0.155,0.5105,0.352,9,1,0
0.495,0.19,0.536,0.1625,10,1,0
0.49,0.17,0.4625,0.3105,10,1,0
0.515,0.165,0.526,0.316,11,0,1
0.505,0.16,0.74,0.3815,11,0,1
0.53,0.17,0.7385,0.3725,10,1,0
0.39,0.1,0.2215,0.185,9,1,0
0.36,0.125,0.2165,0.19,8,0,1
0.35,0.125,0.1885,0.185,9,0,1
0.42,0.125,0.312,0.265,11,0,1
0.36,0.105,0.188,0.19,10,0,1
0.4,0.14,0.259,0.23,10,0,1
0.26,0.09,0.078,0.065,11,0,0
0.425,0.16,0.2885,0.48,20,0,1
0.135,0.08,0.0145,0.01,5,0,0
0.165,0.055,0.0265,0.0185,5,0,0
0.15,0.04,0.021,0.0065,4,0,0
0.48,0.2,0.6075,0.355,9,1,0
0.42,0.17,0.336,0.245,13,0,1
0.45,0.15,0.4315,0.315,14,0,1
0.5,0.18,0.5345,0.345,13,1,0
0.53,0.195,0.6755,0.6855,12,1,0
0.54,0.215,0.6675,0.71,24,1,0
0.505,0.165,0.5835,0.396,10,1,0
0.5,0.175,0.595,0.725,21,1,0
0.375,0.105,0.232,0.13,11,1,0
0.335,0.1,0.1755,0.135,9,0,1
0.41,0.13,0.2375,0.175,7,0,1
0.395,0.125,0.29,0.175,9,0,1
0.44,0.165,0.279,0.3,10,0,1
0.35,0.09,0.1575,0.12,9,1,0
0.435,0.11,0.3415,0.215,9,0,1
0.255,0.085,0.097,0.05,6,1,0
0.2,0.065,0.0565,0.035,7,0,0
0.22,0.07,0.076,0.05,6,1,0
0.49,0.14,0.4445,0.375,15,0,1
0.44,0.125,0.33,0.245,9,1,0
0.475,0.19,0.4365,0.3805,13,1,0
0.41,0.115,0.29,0.22,9,1,0
0.54,0.175,0.627,0.475,18,1,0
0.49,0.155,0.503,0.295,15,0,1
0.47,0.115,0.3925,0.31,15,0,1
0.45,0.155,0.3595,0.35,10,0,1
0.465,0.155,0.3245,0.285,14,1,0
0.405,0.16,0.316,0.28,13,0,1
0.405,0.18,0.239,0.18,11,1,0
0.265,0.09,0.0995,0.065,6,0,1
0.355,0.12,0.147,0.145,9,0,1
0.405,0.12,0.229,0.235,11,0,0
0.38,0.13,0.229,0.165,12,1,0
0.41,0.135,0.291,0.195,15,1,0
0.3,0.1,0.106,0.0775,8,0,1
0.195,0.07,0.045,0.034,8,0,0
0.295,0.1,0.1165,0.0835,7,1,0
0.385,0.135,0.2245,0.206,11,0,1
0.505,0.165,0.4335,0.52,10,0,1
0.44,0.115,0.404,0.29,11,0,1
0.545,0.175,0.6995,0.575,13,1,0
0.415,0.15,0.3645,0.235,11,1,0
0.36,0.11,0.237,0.13,6,1,0
0.385,0.135,0.282,0.17,8,1,0
0.575,0.23,0.8835,0.665,16,0,1
0.405,0.15,0.412,0.24,7,0,1
0.145,0.025,0.011,0.01,5,0,0
0.515,0.18,0.5665,0.405,13,0,1
0.405,0.115,0.3105,0.2,14,1,0
0.435,0.185,0.354,0.31,20,0,1
0.47,0.16,0.426,0.32,12,1,0
0.405,0.175,0.2585,0.38,18,1,0
0.245,0.075,0.0605,0.045,5,0,0
0.235,0.075,0.056,0.05,7,0,0
0.335,0.14,0.1865,0.16,11,0,1
0.38,0.155,0.2395,0.18,9,1,0
0.405,0.16,0.271,0.215,10,1,0
0.3,0.1,0.1115,0.08,6,1,0
0.485,0.22,0.5095,0.51,17,1,0
0.505,0.185,0.501,0.41,17,1,0
0.53,0.185,0.456,0.49,15,1,0
0.265,0.095,0.0795,0.07,9,0,1
0.215,0.075,0.037,0.04,8,0,0
0.38,0.125,0.2105,0.175,15,0,0
0.25,0.08,0.057,0.06,9,0,0
0.34,0.125,0.1375,0.146,14,0,0
0.45,0.14,0.3785,0.265,12,0,1
0.48,0.165,0.4535,0.335,10,1,0
0.46,0.17,0.3745,0.325,14,1,0
0.42,0.14,0.33,0.21,13,1,0
0.495,0.16,0.452,0.315,14,1,0
0.485,0.175,0.531,0.37,11,1,0
0.51,0.19,0.4125,0.545,16,0,1
0.34,0.12,0.149,0.125,10,0,1
0.505,0.19,0.4435,0.365,14,1,0
0.525,0.175,0.483,0.465,16,0,1
0.4,0.145,0.216,0.21,11,0,1
0.305,0.09,0.109,0.1,9,0,1
0.435,0.195,0.2985,0.355,18,0,1
0.415,0.175,0.258,0.255,8,0,1
0.525,0.2,0.44,0.47,16,0,1
0.35,0.12,0.1425,0.115,9,0,0
0.32,0.13,0.1645,0.119,10,1,0
0.35,0.135,0.231,0.145,13,1,0
0.325,0.125,0.1575,0.115,9,0,0
0.505,0.19,0.4835,0.4,12,1,0
0.455,0.15,0.387,0.275,11,0,1
0.325,0.12,0.158,0.125,12,0,1
0.41,0.15,0.2405,0.265,13,0,1
0.48,0.19,0.5215,0.365,12,1,0
0.485,0.205,0.4525,0.42,13,1,0
0.535,0.155,0.596,0.485,14,0,1
0.285,0.1,0.0865,0.075,8,0,0
0.51,0.155,0.428,0.315,18,0,1
0.53,0.15,0.6375,0.43,14,0,1
0.54,0.185,0.6935,0.47,15,1,0
0.435,0.135,0.377,0.29,15,0,1
0.525,0.19,0.6265,0.395,14,0,1
0.48,0.19,0.5825,0.42,15,0,1
0.51,0.16,0.396,0.37,14,1,0
0.555,0.205,0.7785,0.515,19,1,0
0.55,0.16,0.694,0.44,13,1,0
0.435,0.16,0.342,0.295,13,0,1
0.495,0.19,0.464,0.365,15,1,0
0.5,0.165,0.402,0.275,11,0,1
0.24,0.09,0.0725,0.05,6,0,1
0.35,0.125,0.197,0.145,9,1,0
0.375,0.125,0.233,0.185,8,0,0
0.38,0.13,0.3,0.175,12,0,1
0.35,0.105,0.1705,0.11,6,0,0
0.35,0.105,0.194,0.13,7,1,0
0.23,0.075,0.0605,0.045,5,0,0
0.48,0.15,0.375,0.29,12,1,0
0.385,0.11,0.3185,0.185,9,0,1
0.375,0.125,0.2155,0.165,7,0,1
0.505,0.165,0.6145,0.39,18,0,1
0.435,0.125,0.3345,0.29,13,1,0
0.52,0.19,0.58,0.37,12,1,0
0.485,0.145,0.5035,0.33,14,1,0
0.45,0.115,0.398,0.29,17,0,1
0.5,0.14,0.5405,0.285,12,1,0
0.38,0.135,0.2,0.16,14,0,1
0.385,0.135,0.3005,0.185,11,1,0
0.335,0.115,0.2105,0.12,10,1,0
0.31,0.125,0.1415,0.115,11,0,1
0.465,0.145,0.402,0.31,12,1,0
0.475,0.13,0.3195,0.24,13,1,0
0.425,0.155,0.297,0.255,17,0,1
0.36,0.125,0.169,0.145,11,0,1
0.375,0.14,0.192,0.175,13,1,0
0.405,0.14,0.265,0.25,18,1,0
0.355,0.11,0.215,0.13,12,0,1
0.385,0.125,0.2,0.17,12,0,1
0.39,0.14,0.213,0.215,15,1,0
0.415,0.16,0.26,0.22,12,0,1
0.53,0.19,0.493,0.565,18,1,0
0.54,0.185,0.533,0.555,24,0,1
0.45,0.17,0.317,0.22,11,0,1
0.475,0.165,0.414,0.305,13,1,0
0.475,0.155,0.371,0.28,11,1,0
0.44,0.155,0.348,0.26,11,0,1
0.57,0.185,0.6965,0.405,13,1,0
0.51,0.175,0.4985,0.315,14,1,0
0.46,0.13,0.305,0.205,12,0,1
0.475,0.145,0.4695,0.27,15,1,0
0.42,0.16,0.275,0.225,15,0,1
0.395,0.12,0.262,0.193,12,1,0
0.405,0.13,0.2845,0.193,9,0,1
0.375,0.15,0.2615,0.178,11,1,0
0.455,0.185,0.5525,0.295,13,0,1
0.5,0.16,0.4905,0.345,14,1,0
0.45,0.12,0.3345,0.22,14,0,1
0.485,0.165,0.437,0.33,14,1,0
0.5,0.19,0.524,0.395,17,0,1
0.5,0.175,0.477,0.39,13,1,0
0.485,0.175,0.4325,0.405,16,0,1
0.5,0.205,0.4445,0.39,16,1,0
0.525,0.19,0.6525,0.49,11,1,0
0.575,0.175,0.6465,0.52,15,1,0
0.45,0.185,0.302,0.265,12,1,0
0.435,0.14,0.3235,0.22,16,1,0
0.445,0.175,0.383,0.355,16,0,0
0.3,0.115,0.097,0.08,10,0,0
0.325,0.135,0.1805,0.11,9,1,0
0.2,0.08,0.037,0.03,5,0,1
0.355,0.12,0.21,0.135,9,0,0
0.485,0.165,0.483,0.355,13,1,0
0.38,0.135,0.1915,0.155,12,1,0
0.41,0.15,0.243,0.215,17,1,0
0.31,0.11,0.138,0.1,11,0,1
0.355,0.115,0.184,0.1125,11,0,0
0.26,0.09,0.0745,0.0655,9,0,1
0.35,0.14,0.171,0.184,16,0,1
0.2,0.065,0.034,0.03,7,0,1
0.125,0.04,0.0095,0.008,4,0,1
0.555,0.2,0.4715,0.52,19,1,0
0.425,0.155,0.302,0.25,16,1,0
0.385,0.14,0.198,0.175,11,0,0
0.37,0.13,0.2475,0.1595,15,1,0
0.3,0.105,0.1435,0.098,12,1,0
0.28,0.1,0.1165,0.0725,12,0,0
0.265,0.09,0.0615,0.0485,10,0,1
0.415,0.135,0.2985,0.28,12,0,0
0.48,0.2,0.6255,0.425,16,0,0
0.475,0.17,0.3775,0.275,13,0,0
0.435,0.15,0.2905,0.225,10,1,0
0.305,0.125,0.146,0.08,10,1,0
0.34,0.18,0.312,0.2,11,1,0
0.34,0.125,0.1735,0.2,13,0,0
0.36,0.125,0.191,0.145,12,0,0
0.3,0.105,0.0955,0.085,8,0,0
0.325,0.135,0.1465,0.14,12,1,0
0.35,0.125,0.185,0.145,11,1,0
0.525,0.18,0.6025,0.42,15,0,0
0.525,0.175,0.5415,0.58,16,1,0
0.475,0.185,0.3465,0.275,12,1,0
0.435,0.145,0.4285,0.264,17,0,0
0.39,0.135,0.215,0.1845,12,1,0
0.33,0.095,0.1315,0.112,14,0,1
0.365,0.11,0.166,0.1345,13,1,0
0.38,0.145,0.175,0.212,13,0,0
0.38,0.145,0.232,0.23,12,1,0
0.4,0.16,0.1615,0.198,14,0,0
0.32,0.1,0.1215,0.104,11,0,1
0.385,0.115,0.3265,0.165,13,0,0
0.375,0.105,0.1665,0.17,10,0,0
0.345,0.13,0.1365,0.18,11,0,0
0.38,0.13,0.224,0.185,13,1,0
0.405,0.145,0.3535,0.205,15,1,0
0.365,0.14,0.171,0.158,8,0,0
0.36,0.11,0.206,0.125,10,1,0
0.34,0.11,0.1685,0.13,10,0,0
0.3,0.1,0.1385,0.085,6,0,0
0.285,0.1,0.105,0.07,8,0,0
0.215,0.075,0.0415,0.035,5,0,1
0.445,0.17,0.3935,0.315,20,0,0
0.44,0.175,0.4005,0.335,19,1,0
0.315,0.095,0.121,0.09,9,0,1
0.3,0.1,0.124,0.09,9,0,1
0.405,0.15,0.307,0.19,10,0,0
0.245,0.085,0.0655,0.055,11,0,1
0.31,0.115,0.134,0.12,11,0,0
0.21,0.065,0.035,0.03,5,0,1
0.465,0.195,0.3685,0.375,17,0,0
0.48,0.165,0.4215,0.335,13,0,0
0.46,0.17,0.41,0.37,17,0,0
0.345,0.125,0.169,0.135,12,0,1
0.235,0.09,0.0615,0.055,10,0,1
0.33,0.135,0.17,0.195,16,0,0
0.405,0.155,0.3225,0.29,19,0,1
0.375,0.125,0.237,0.155,10,1,0
0.33,0.15,0.2085,0.125,10,1,0
0.235,0.09,0.048,0.04,6,0,0
0.19,0.07,0.028,0.031,5,0,0
0.255,0.075,0.0615,0.057,8,0,1
0.21,0.08,0.038,0.031,8,0,0
0.13,0.045,0.009,0.009,5,0,0
0.435,0.165,0.3245,0.325,19,0,1
0.4,0.12,0.2605,0.19,15,0,1
0.375,0.13,0.3055,0.22,14,0,1
0.225,0.07,0.0585,0.045,7,1,0
0.35,0.115,0.194,0.125,13,1,0
0.4,0.125,0.341,0.26,13,0,1
0.41,0.145,0.3035,0.31,18,0,1
0.535,0.185,0.734,0.335,13,0,1
0.465,0.15,0.377,0.33,16,0,1
0.44,0.16,0.5035,0.26,10,0,1
0.42,0.125,0.353,0.305,13,0,1
0.515,0.185,0.5835,0.41,19,0,1
0.435,0.13,0.368,0.32,10,0,1
0.48,0.16,0.412,0.3,13,0,1
0.45,0.165,0.357,0.385,13,1,0
0.475,0.16,0.5495,0.34,18,0,1
0.375,0.15,0.1955,0.1945,12,1,0
0.285,0.085,0.0855,0.07,9,0,1
0.35,0.115,0.19,0.13,8,1,0
0.43,0.135,0.28,0.25,10,0,1
0.395,0.15,0.2145,0.2495,18,0,1
0.345,0.15,0.1685,0.215,13,0,1
0.265,0.11,0.066,0.075,9,0,0
0.28,0.105,0.0815,0.075,8,0,1
0.25,0.075,0.0785,0.05,7,0,0
0.28,0.075,0.082,0.064,8,0,0
0.265,0.08,0.081,0.053,6,0,0
0.315,0.09,0.147,0.09,7,0,0
0.31,0.095,0.131,0.093,7,0,0
0.31,0.105,0.167,0.0915,6,0,0
0.32,0.1,0.192,0.1,7,0,0
0.355,0.115,0.25,0.184,8,0,0
0.395,0.12,0.3325,0.185,9,0,1
0.37,0.105,0.249,0.148,7,1,0
0.465,0.16,0.432,0.337,9,1,0
0.45,0.14,0.472,0.218,7,0,1
0.46,0.15,0.491,0.265,9,0,1
0.48,0.18,0.4945,0.371,8,1,0
0.47,0.135,0.539,0.28,8,0,1
0.475,0.165,0.444,0.37,10,1,0
0.475,0.15,0.5195,0.292,11,0,1
0.47,0.155,0.497,0.2785,9,0,1
0.475,0.15,0.536,0.316,11,1,0
0.51,0.17,0.567,0.409,10,0,1
0.545,0.185,0.6565,0.43,10,1,0
0.55,0.2,0.882,0.5,13,0,1
0.605,0.2,1.1455,0.5235,13,0,1
0.18,0.065,0.0345,0.0215,4,0,0
0.21,0.065,0.0425,0.03,6,0,0
0.24,0.075,0.065,0.045,6,0,0
0.265,0.095,0.073,0.06,5,0,0
0.27,0.09,0.097,0.065,6,0,0
0.27,0.105,0.0915,0.063,6,0,0
0.28,0.09,0.1255,0.0645,6,0,0
0.285,0.09,0.1045,0.075,7,0,0
0.275,0.095,0.0945,0.075,6,0,0
0.3,0.09,0.134,0.075,8,0,0
0.335,0.105,0.188,0.09,6,0,0
0.35,0.125,0.21,0.131,8,0,0
0.37,0.1,0.234,0.14,7,0,0
0.355,0.115,0.1955,0.126,7,1,0
0.37,0.13,0.349,0.135,8,0,1
0.37,0.1,0.219,0.13,7,0,0
0.4,0.115,0.256,0.145,9,1,0
0.4,0.145,0.2545,0.1645,8,0,0
0.385,0.11,0.3015,0.151,8,0,0
0.39,0.12,0.2555,0.146,8,1,0
0.39,0.12,0.2885,0.161,7,0,1
0.395,0.125,0.4035,0.2,7,0,1
0.44,0.125,0.3205,0.1915,7,1,0
0.44,0.155,0.3645,0.25,8,0,1
0.44,0.145,0.43,0.2155,8,1,0
0.42,0.11,0.4445,0.225,8,1,0
0.46,0.165,0.4985,0.2815,8,1,0
0.475,0.155,0.502,0.31,9,0,1
0.48,0.16,0.598,0.315,12,1,0
0.495,0.175,0.53,0.3455,10,1,0
0.47,0.16,0.4925,0.29,8,1,0
0.505,0.19,0.6715,0.365,8,0,1
0.485,0.165,0.5235,0.2825,9,0,1
0.495,0.16,0.4495,0.345,11,1,0
0.47,0.17,0.525,0.405,10,1,0
0.485,0.17,0.5855,0.475,11,0,1
0.495,0.155,0.583,0.295,10,0,1
0.48,0.195,0.4915,0.353,9,1,0
0.5,0.17,0.642,0.354,9,0,1
0.525,0.18,0.5815,0.372,10,0,1
0.52,0.165,0.7295,0.4265,11,1,0
0.585,0.23,0.8655,0.565,10,1,0
0.565,0.2,0.718,0.529,11,0,1
0.58,0.185,0.8045,0.4375,9,1,0
0.12,0.05,0.0075,0.014,3,0,0
0.15,0.055,0.02,0.013,4,0,0
0.265,0.085,0.122,0.06,6,0,0
0.315,0.085,0.116,0.0765,6,0,0
0.29,0.1,0.104,0.0815,7,0,0
0.3,0.11,0.1375,0.075,6,0,0
0.335,0.11,0.2025,0.1,7,0,0
0.33,0.11,0.197,0.09,7,0,0
0.34,0.105,0.21,0.12,8,0,0
0.345,0.105,0.242,0.109,6,0,0
0.355,0.145,0.156,0.123,7,0,0
0.355,0.115,0.167,0.139,7,0,0
0.42,0.16,0.35,0.1845,8,0,0
0.37,0.115,0.38,0.128,7,0,0
0.475,0.16,0.509,0.3065,8,1,0
0.405,0.13,0.3065,0.1485,8,0,0
0.38,0.13,0.2375,0.1535,8,0,0
0.42,0.14,0.2905,0.183,8,1,0
0.42,0.16,0.348,0.2185,10,0,1
0.44,0.16,0.4645,0.27,8,0,1
0.44,0.145,0.4165,0.23,8,0,1
0.44,0.15,0.4155,0.23,8,0,1
0.43,0.135,0.4055,0.2215,9,1,0
0.415,0.13,0.3695,0.1955,8,0,1
0.44,0.145,0.3945,0.225,8,0,1
0.45,0.145,0.4845,0.22,9,1,0
0.46,0.145,0.38,0.255,10,0,1
0.47,0.165,0.491,0.289,9,1,0
0.41,0.145,0.4475,0.268,8,0,1
0.475,0.16,0.5045,0.335,12,0,1
0.47,0.175,0.5315,0.325,10,0,1
0.49,0.19,0.4695,0.348,11,1,0
0.51,0.18,0.592,0.322,10,1,0
0.495,0.18,0.4715,0.3135,10,0,1
0.47,0.175,0.605,0.271,9,0,1
0.5,0.165,0.554,0.32,11,1,0
0.475,0.175,0.4865,0.288,9,1,0
0.52,0.175,0.667,0.355,10,1,0
0.505,0.18,0.7115,0.38,9,0,1
0.52,0.18,0.7185,0.355,11,0,1
0.54,0.175,0.7285,0.385,11,1,0
0.5,0.175,0.556,0.4085,9,1,0
0.525,0.18,0.8005,0.43,10,0,1
0.525,0.19,0.6425,0.42,12,1,0
0.575,0.2,0.7755,0.461,11,1,0
0.56,0.175,0.8605,0.398,11,1,0
0.57,0.195,0.8985,0.4535,11,0,1
0.545,0.18,0.871,0.449,10,0,1
0.545,0.185,0.7925,0.468,11,1,0
0.15,0.055,0.015,0.0125,3,0,0
0.185,0.06,0.0295,0.02,4,0,0
0.205,0.07,0.0415,0.0305,4,0,0
0.24,0.085,0.0615,0.038,6,0,0
0.23,0.085,0.079,0.0505,6,0,0
0.26,0.085,0.097,0.054,6,0,0
0.26,0.09,0.072,0.0575,7,0,0
0.265,0.085,0.0775,0.056,6,0,0
0.265,0.075,0.0785,0.054,6,0,0
0.265,0.09,0.096,0.0585,7,0,0
0.275,0.09,0.108,0.0625,7,0,0
0.285,0.09,0.1005,0.0775,7,0,0
0.31,0.115,0.1545,0.087,6,0,0
0.315,0.09,0.151,0.08,6,0,0
0.265,0.1,0.1245,0.08,9,0,0
0.325,0.11,0.1695,0.1065,8,0,0
0.325,0.105,0.119,0.098,6,0,0
0.335,0.11,0.2075,0.1315,7,0,1
0.34,0.12,0.1775,0.125,8,0,0
0.355,0.095,0.1415,0.12,8,0,0
0.35,0.11,0.253,0.14,8,0,0
0.435,0.11,0.195,0.1205,8,0,0
0.34,0.09,0.1795,0.11,8,0,0
0.355,0.125,0.2155,0.142,9,0,0
0.36,0.135,0.196,0.125,8,0,0
0.35,0.115,0.2375,0.14,7,0,0
0.355,0.125,0.2385,0.15,9,0,0
0.37,0.12,0.28,0.1375,7,1,0
0.365,0.125,0.229,0.1645,9,0,0
0.39,0.115,0.2575,0.1535,8,0,1
0.4,0.135,0.3055,0.1855,9,0,0
0.39,0.105,0.2875,0.16,8,0,0
0.405,0.13,0.2945,0.19,9,0,0
0.42,0.13,0.296,0.198,8,0,0
0.415,0.135,0.3165,0.2365,8,0,1
0.41,0.13,0.268,0.1975,9,0,0
0.41,0.135,0.31,0.2,8,0,0
0.425,0.155,0.412,0.2425,10,0,0
0.45,0.175,0.5305,0.308,10,1,0
0.47,0.155,0.6355,0.277,10,0,1
0.42,0.13,0.3535,0.2365,9,0,0
0.42,0.16,0.4315,0.223,8,1,0
0.455,0.155,0.349,0.285,8,0,0
0.44,0.125,0.4555,0.1965,9,0,0
0.475,0.16,0.3605,0.271,9,1,0
0.45,0.155,0.3605,0.2575,9,0,1
0.46,0.14,0.4135,0.27,10,0,0
0.46,0.14,0.3915,0.238,10,0,0
0.47,0.15,0.444,0.2445,11,0,0
0.47,0.165,0.54,0.279,9,0,1
0.465,0.165,0.4035,0.259,9,1,0
0.46,0.165,0.486,0.294,9,1,0
0.465,0.145,0.3425,0.2425,10,1,0
0.47,0.17,0.4995,0.3205,9,1,0
0.47,0.15,0.4225,0.275,8,0,1
0.475,0.155,0.441,0.39,11,1,0
0.475,0.23,0.522,0.36,11,0,1
0.475,0.17,0.4905,0.31,10,1,0
0.485,0.145,0.3545,0.239,9,1,0
0.48,0.165,0.4835,0.31,10,1,0
0.48,0.16,0.5795,0.29,9,0,1
0.475,0.16,0.605,0.319,10,1,0
0.5,0.175,0.564,0.374,9,1,0
0.49,0.165,0.517,0.39,11,0,1
0.485,0.16,0.631,0.302,9,0,1
0.465,0.15,0.4265,0.325,11,0,0
0.495,0.17,0.657,0.365,10,0,1
0.515,0.185,0.75,0.369,12,0,1
0.515,0.18,0.658,0.4115,11,0,1
0.52,0.195,0.689,0.432,11,1,0
0.475,0.165,0.58,0.3095,9,1,0
0.525,0.16,0.686,0.405,11,0,1
0.53,0.165,0.583,0.4,8,1,0
0.5,0.155,0.6485,0.335,12,1,0
0.515,0.2,0.749,0.401,11,0,1
0.515,0.145,0.6025,0.325,10,0,1
0.53,0.17,0.647,0.465,11,0,1
0.52,0.18,0.708,0.445,12,0,1
0.555,0.22,1.2395,0.6195,12,0,1
0.125,0.04,0.0095,0.009,4,0,0
0.285,0.095,0.1135,0.0675,8,0,0
0.3,0.09,0.1385,0.077,5,0,0
0.325,0.11,0.1245,0.1025,7,0,0
0.37,0.11,0.2385,0.126,8,0,0
0.375,0.115,0.31,0.1395,8,0,0
0.375,0.11,0.2865,0.148,7,1,0
0.39,0.14,0.341,0.119,8,0,1
0.43,0.155,0.409,0.228,7,0,1
0.405,0.12,0.4585,0.2065,9,1,0
0.45,0.16,0.3935,0.215,9,0,1
0.465,0.17,0.4635,0.27,10,1,0
0.46,0.18,0.423,0.365,10,0,1
0.49,0.17,0.7045,0.3045,11,1,0
0.475,0.155,0.4375,0.31,11,0,1
0.475,0.19,0.7315,0.3285,9,0,1
0.495,0.2,0.5795,0.371,14,0,1
0.46,0.16,0.4915,0.228,9,0,1
0.515,0.17,0.6355,0.38,11,0,1
0.5,0.17,0.4955,0.32,12,1,0
0.5,0.17,0.565,0.315,9,1,0
0.455,0.17,0.583,0.333,8,1,0
0.505,0.165,0.6035,0.335,10,0,1
0.53,0.175,0.7395,0.405,10,0,1
0.5,0.175,0.643,0.37,9,1,0
0.525,0.195,0.573,0.3905,10,1,0
0.53,0.19,0.678,0.48,10,0,1
0.525,0.2,0.95,0.4305,10,0,1
0.565,0.225,0.87,0.5675,13,1,0
0.205,0.05,0.03,0.029,6,0,0
0.225,0.07,0.0425,0.035,7,0,0
0.22,0.085,0.0585,0.0365,5,0,0
0.225,0.075,0.057,0.044,5,0,0
0.22,0.065,0.052,0.035,5,0,0
0.265,0.085,0.0725,0.055,6,0,0
0.275,0.095,0.1015,0.0825,6,0,0
0.29,0.09,0.135,0.078,8,0,0
0.325,0.1,0.1335,0.105,6,0,0
0.34,0.105,0.123,0.125,8,0,0
0.32,0.095,0.1495,0.1,8,0,0
0.345,0.12,0.169,0.13,7,0,0
0.37,0.115,0.1515,0.1455,9,0,0
0.355,0.12,0.2375,0.14,8,0,0
0.345,0.12,0.1525,0.125,8,0,0
0.365,0.105,0.1645,0.127,7,0,0
0.335,0.1,0.1895,0.135,9,0,0
0.35,0.125,0.1905,0.1355,9,0,0
0.365,0.125,0.163,0.151,8,0,0
0.39,0.12,0.2205,0.1745,9,0,0
0.405,0.13,0.213,0.195,9,0,0
0.415,0.14,0.2945,0.171,8,0,0
0.405,0.125,0.2985,0.168,10,0,0
0.425,0.14,0.4205,0.2225,10,1,0
0.425,0.13,0.3905,0.215,9,0,0
0.42,0.14,0.256,0.208,9,0,0
0.41,0.125,0.346,0.215,9,0,1
0.395,0.125,0.2975,0.195,11,0,0
0.405,0.14,0.336,0.19,7,0,1
0.45,0.155,0.3655,0.2595,10,0,0
0.41,0.14,0.349,0.212,9,0,1
0.41,0.125,0.2945,0.205,10,1,0
0.415,0.15,0.3535,0.236,10,0,0
0.45,0.14,0.3445,0.24,8,0,0
0.4,0.135,0.3315,0.221,9,0,0
0.43,0.15,0.345,0.247,9,0,0
0.45,0.145,0.4675,0.217,9,0,0
0.44,0.15,0.486,0.239,8,0,0
0.42,0.155,0.437,0.32,11,1,0
0.465,0.145,0.4325,0.2845,10,1,0
0.46,0.14,0.326,0.265,9,0,0
0.465,0.135,0.4235,0.28,8,0,1
0.47,0.135,0.434,0.287,10,0,0
0.44,0.135,0.5005,0.2575,10,1,0
0.46,0.155,0.4565,0.3085,10,1,0
0.45,0.165,0.49,0.279,12,1,0
0.47,0.16,0.441,0.305,10,0,1
0.5,0.16,0.5095,0.309,10,1,0
0.49,0.165,0.492,0.3555,11,0,1
0.49,0.15,0.4305,0.35,10,1,0
0.45,0.19,0.517,0.2935,10,0,1
0.495,0.165,0.4525,0.317,9,1,0
0.47,0.175,0.5675,0.317,11,0,1
0.5,0.18,0.726,0.332,11,0,1
0.525,0.155,0.454,0.35,10,0,1
0.47,0.155,0.447,0.284,11,0,0
0.48,0.165,0.481,0.305,10,0,1
0.485,0.135,0.61,0.3605,14,1,0
0.485,0.16,0.5255,0.3315,11,0,0
0.49,0.17,0.5515,0.31,11,0,0
